ra,dec,z,iGrID
226.70782471,20.49931908,0.0407783,9023
217.7755127,25.35511017,0.0156257,1185
217.64002991,25.51379967,0.0147625,1185
216.85830688,25.51448059,0.0164886,1185
217.14950562,25.70853996,0.014211,1185
216.96162415,25.8380909,0.0153502,1185
217.06816101,25.84877968,0.0156588,1185
217.03012085,25.86878014,0.0152355,1185
217.05613708,25.94742966,0.0140703,1185
217.20620728,26.03219986,0.0149347,1185
208.87400818,25.0736599,0.030317400000000005,4052
208.80252075,25.02148056,0.0318034,4052
208.80586243,25.05179024,0.0318431,4052
208.91912842,25.15303993,0.0306597,4052
208.94314575,25.15192986,0.031737,4052
208.73254395,25.12262917,0.0299352,4052
255.06272888,27.58326912,0.036247900000000007,1533
255.22332764,27.72472954,0.0336144,1533
254.49208069,27.85438919,0.0347716,1533
254.94549561,27.76758003,0.035133,1533
254.68365479,27.85918999,0.0323913,1533
254.71122742,27.96501923,0.035130400000000006,1533
254.18008423,27.82214928,0.034381199999999994,1533
254.37138367,27.84433937,0.0324274,1533
254.31715393,27.84963036,0.0339218,1533
254.12722778,27.97753906,0.0351584,1533
254.47035217,28.12850952,0.0345813,1533
254.32637024,28.18770981,0.0347372,1533
255.3853302,27.94145012,0.0338139,1533
255.21479797,28.02223969,0.0328237,1533
255.0476532,28.27947998,0.0334562,1533
244.28877258,34.87889099,0.029003300000000006,2254
244.33398438,34.90148163,0.0307928,2254
244.41903687,35.00426865,0.0299472,2254
244.50236511,35.11024094,0.0314722,2254
244.43331909,35.08705139,0.0306567,2254
244.39819336,35.134109499999994,0.032387400000000004,2254
244.35673523,35.13573074,0.0311545,2254
244.72746277,35.15388107,0.0298577,2254
244.59843445,35.17433929,0.0294865,2254
244.50465393,35.26607895,0.0298077,2254
246.84199524,39.10963821,0.0330986,1147
247.82997131,39.15074158,0.0296147,6639
247.84414673,39.16781998,0.0295377,6639
247.63604736,39.38418961,0.0305137,6639
247.2416687,39.31925964,0.0339843,1147
246.98013306,39.25886917,0.0290752,1147
247.31877136,39.40103912,0.028185400000000006,1147
247.33338928,39.42906952,0.0279217,1147
247.18505859,39.47386169,0.0272905,1147
246.98332214,39.28139877,0.0320086,1147
246.92033386,39.38301086,0.0298623,1147
246.99453735,39.60393906,0.026203,1147
247.12950134,39.52111053,0.0340252,1147
247.15945435,39.55134964,0.0310976,1147
247.09715271,39.57030106,0.0292151,1147
247.62011719,39.62591934,0.0304128,6639
247.76132202,39.79241943,0.0289329,6639
247.76419067,39.83847046,0.0305894,6639
247.72503662,39.84754944,0.0281965,6639
247.63864136,39.83065033,0.0246111,1147
247.33639526,39.82046127,0.0261496,1147
247.88215637,39.89757919,0.0296938,6639
247.89389038,40.56560135,0.027377,1479
248.08248901,40.57508087,0.0279972,1479
246.76496887,39.52740097,0.033828,1147
247.04814148,39.82192993,0.0269878,1147
246.43530273,40.47566986,0.0318453,1734
246.45829773,40.48873138,0.0292513,1734
246.99681091,40.49729156,0.0337361,1734
246.66603088,40.47817993,0.033605,1734
246.68803406,40.68416977,0.0291998,1734
247.64122009,40.53942871,0.0301082,1479
247.61195374,40.72504044,0.0291011,1479
247.2565918,40.53487015,0.027904400000000003,1479
247.49197388,40.62862015,0.0288835,1479
247.4198761,40.68701172,0.0305712,1479
247.28025818,40.59101105,0.032850800000000006,1734
247.43695068,40.81167984,0.0293902,1479
247.10469055,40.85823822,0.033342500000000004,1734
247.34918213,40.87496185,0.0275146,1479
247.29605103,40.85744095,0.0328926,1734
247.28904724,40.9876709,0.0344022,1734
246.92121887,40.92692184,0.0317851,1734
246.95962524,40.9375,0.0309443,1734
246.93995667,41.07273102,0.0334175,1734
247.16487122,41.11106873,0.0333103,1734
247.1736145,41.13697052,0.032333299999999995,1734
247.11497498,41.16104889,0.0318274,1734
247.25177002,41.28429031,0.031937900000000005,1734
247.10423279,41.16852951,0.033071,1734
259.06906128,43.8204689,0.0269582,2729
258.56256104,43.68470001,0.0274898,2729
258.76208496,43.66020966,0.0279065,2729
258.87545776,43.75244904,0.0290844,2729
258.99868774,43.89768982,0.0278724,2729
258.32522583,43.78234863,0.0257936,2729
259.04873657,44.06573868,0.029611,2729
246.59135437,40.91186905,0.029580400000000007,1734
246.29304504,40.89281082,0.029492,1734
246.25990295,40.94664001,0.0287422,1734
262.68673706,56.35187912,0.0301151,11688
263.43914795,56.70856094,0.0299493,11688
262.67630005,56.63935089,0.0291788,11688
262.86578369,56.73950958,0.029803,11688
263.20535278,56.9012413,0.0291457,11688
263.03314209,56.87878036,0.0278949,11688
207.6282959,24.96283913,0.0304945,4645
207.62884521,24.97662926,0.030467700000000007,4645
207.46888733,25.19087029,0.029887200000000006,4645
208.59211731,25.15315056,0.0298466,4052
207.7691803,25.08312988,0.0302047,4645
207.7724762,25.09369087,0.030024400000000007,4645
207.78359985,25.13348007,0.029777,4645
194.18133545,27.17884064,0.0262196,442
194.28923035,27.46639061,0.0257551,442
194.35147095,27.49772072,0.025383900000000004,442
194.39938354,27.49325943,0.025293400000000004,442
194.94645691,27.71031952,0.0290498,442
194.64663696,27.59633064,0.0266982,442
194.6975708,27.6747303,0.0288622,442
194.78417969,27.78412056,0.0243461,442
194.87243652,27.85018921,0.0235405,442
194.70295715,27.81032944,0.0206431,442
194.73252869,27.83312035,0.0260008,442
194.78302002,27.85493088,0.0228239,442
195.47393799,27.62439919,0.027104400000000004,442
195.323349,27.80899048,0.0252453,442
195.38241577,27.84748077,0.0191154,442
195.45925903,27.89356041,0.026073900000000004,442
195.96159363,27.98833084,0.0220648,442
195.71972656,27.86655045,0.0282773,442
195.68505859,28.04534912,0.0216495,442
195.81764221,28.03038979,0.0212048,442
195.75370789,28.03255081,0.0188232,442
195.93728638,28.08418083,0.0196517,442
195.23373413,27.79077911,0.0274883,442
195.35888672,27.88598061,0.0191419,442
195.16563416,27.92386055,0.025909300000000003,442
195.17817688,27.97126961,0.0221486,442
195.22691345,28.00758934,0.017513499999999998,442
195.21485901,28.04283905,0.0302248,442
194.87837219,27.88419914,0.0166571,442
194.93496704,27.91246033,0.0232457,442
194.90789795,27.90737915,0.027736700000000003,442
195.07369995,27.9552803,0.0239213,442
195.03378296,27.97698021,0.0223967,442
194.84727478,27.91160965,0.0237769,442
194.89877319,27.9593792,0.0248035,442
194.8865509,27.98361015,0.0203226,442
194.81355286,27.97076988,0.016977000000000003,442
194.80467224,27.97694016,0.0234296,442
194.94500732,27.9737606,0.032316500000000005,442
194.98342896,28.03474045,0.0280816,442
195.20274353,28.09071922,0.0241322,442
195.20321655,28.15826988,0.0202579,442
195.03338623,28.07850075,0.0250346,442
195.07475281,28.20229912,0.0293368,442
195.4899292,28.00583076,0.0266396,442
195.44587708,28.09495926,0.0202398,442
195.58969116,28.23080063,0.0194596,442
195.67001343,28.37129021,0.025613,442
195.21697998,28.36613083,0.0263643,442
195.53608704,28.38717079,0.0261511,442
196.05369568,28.19363022,0.022198500000000003,442
195.95808411,28.18573952,0.0241178,442
196.04232788,28.24790001,0.0206832,442
194.38682556,27.61027908,0.0210317,442
193.87121582,27.52140999,0.0241799,442
193.86584473,27.6561203,0.0243152,442
194.08250427,27.75107002,0.0238786,442
194.05058289,27.745510100000004,0.0239723,442
194.11090088,27.83061981,0.0218122,442
194.59100342,27.96776009,0.0209492,442
194.62590027,28.01470947,0.0247352,442
194.17854309,28.02046013,0.0217662,442
194.37504578,28.18714905,0.024028,442
193.85437012,27.79801941,0.0254781,442
194.77510071,27.99666977,0.0264724,442
194.83274841,28.08433914,0.0161681,442
194.65150452,28.11375046,0.0235895,442
194.76629639,28.12364006,0.0273485,442
194.75753784,28.22528076,0.027647700000000004,442
194.9906311,28.24654961,0.0232648,442
194.59042358,28.14875984,0.027172900000000003,442
194.52311707,28.24259949,0.0248836,442
195.12814331,28.3463192,0.0207535,442
195.0582428,28.82814026,0.0253595,2877
194.38319397,28.47691917,0.0234608,442
195.4307251,29.04468918,0.0246098,2877
195.38999939,29.1305294,0.025409900000000003,2877
195.51750183,29.25354958,0.0251905,2877
195.1647644,29.01936913,0.0251262,2877
195.35211182,29.30843925,0.0247376,2877
203.89930725,33.37466049,0.024217,4895
204.08189392,33.42348862,0.026079400000000003,4895
203.99113464,33.42996979,0.02574,4895
203.99316406,33.47386169,0.0248854,4895
203.86190796,33.72496033,0.0241732,4895
203.68644714,33.89039993,0.0239429,4895
203.7384491,34.04402924,0.0243875,4895
203.31790161,34.53707886,0.0250765,1732
202.9907074,34.54700089,0.0253834,1732
202.703125,34.64030075,0.0248848,1732
202.77293396,34.68553925,0.0257175,1732
202.6781311,34.83066177,0.024439,1732
203.80555725,34.67737961,0.0271248,1732
204.00187683,34.81798172,0.025312900000000003,1732
204.17506409,34.74633026,0.0250217,1732
203.95829773,34.99885178,0.0257815,1732
203.60514832,34.69041824,0.0247681,1732
203.64608765,34.7778511,0.0264947,1732
203.5415802,34.76538086,0.0259255,1732
203.57124329,34.92940903,0.0258598,1732
210.81987,38.53054047,0.0197916,1458
210.39538574,38.68605042,0.0194711,1458
210.59715271,38.71035004,0.020596,1458
210.06536865,38.5030899,0.019387,1458
210.03842163,38.67322159,0.0192651,1458
210.08378601,38.91537094,0.018581200000000003,1458
210.20877075,39.15618134,0.018606900000000003,1458
208.25798035,39.58057022,0.008965899999999999,145
207.71127319,39.57487869,0.0090352,145
207.68081665,39.70681,0.0091005,145
208.09597778,39.68724823,0.007845399999999999,145
208.36134338,40.28308105,0.008368899999999999,145
208.33999634,40.36396027,0.0083214,145
208.50177002,40.27740097,0.0086577,145
208.43986511,40.33877182,0.008454099999999999,145
208.91676331,40.4617691,0.0090746,145
207.23361206,39.98519897,0.0094787,145
207.43475342,39.98466873,0.0090963,145
207.6729126,40.27936935,0.0082928,145
210.90312195,39.05278015,0.0199412,1458
210.67967224,39.16846848,0.0198156,1458
192.72145081,41.12015152,0.001765,6
190.38685608,41.15079117,0.0025302,6
190.46958923,41.27371979,0.0027747,6
187.65153503,41.64363098,0.0026453,6
187.62969971,41.70116043,0.0024043000000000003,6
187.04632568,44.09355927,0.0014159,6
182.22952271,41.74090958,0.0038699,139
182.40031433,42.53419113,0.0039668,139
181.94212341,43.12641907,0.0039224,139
181.76303101,43.06539154,0.003457,139
182.37411499,43.68529129,0.003715,139
180.7903595,44.53126144,0.0030797,139
183.32025146,43.69826889,0.0038111,139
184.37556458,45.61928177,0.0024010000000000004,6
182.49417114,46.45718002,0.0015806,6
187.18981934,44.86421967,0.002347,6
186.39625549,45.68466187,0.0030981,6
185.15878296,46.29106903,0.0024666,6
184.74008179,47.30371857,0.002178,6
183.96208191,47.09178925,0.0041162,6
184.45791626,47.40917969,0.0022975,6
185.86642456,46.99382019,0.0032525,6
184.0488739,47.88336945,0.0037322,6
183.94274902,48.13143158,0.003108,6
181.50483704,47.47835922,0.0025441999999999995,6
181.5358429,49.58230972,0.004239,6
181.34455872,50.35279083,0.003132,6
181.39245605,50.53902817,0.0031652,6
180.07920837,50.6528511,0.0031138000000000003,6
182.76818848,50.48468018,0.0032183,6
181.59631348,52.71094894,0.0034226,6
196.40176392,53.56422043,0.0301027,5155
196.26182556,53.6538887,0.0296784,5155
196.84104919,53.58683014,0.0296993,5155
196.48300171,53.65924835,0.0299504,5155
196.38400269,53.68523026,0.030210700000000007,5155
196.24133301,53.78087997,0.029262700000000006,5155
202.40211487,58.41873169,0.0010711,1
189.99742126,61.60919189,0.0008611000000000001,1
219.04649353,48.58460999,0.0080129,221
218.873703,48.741539,0.0075994,221
218.19520569,49.45783997,0.007384699999999998,221
217.45751953,49.62263107,0.0081643,221
217.8788147,49.95877075,0.007335300000000001,221
218.1134491,49.90470886,0.008337299999999999,221
211.91355896,54.79457092,0.0081056,389
211.79719543,55.00156021,0.006732999999999999,389
211.18013,54.89262009,0.007146600000000001,389
211.30155945,55.74180984,0.0058695,389
250.28773499,61.3263092,0.0185954,1018
250.76794434,61.57889938,0.0191661,1018
250.38583374,61.60155106,0.0202631,1018
250.84680176,61.98395157,0.0186438,1018
249.98927307,62.00498962,0.0195557,1018
251.28147888,61.84024048,0.0196464,1018
251.02520752,62.08734131,0.0185483,1018
251.5536499,62.23012161,0.0188091,1018
263.57568359,68.01912689,0.0260926,4355
263.83694458,68.09886169,0.0253741,4355
264.06784058,68.05232239,0.026885000000000003,4355
264.12503052,68.05863190000001,0.0253884,4355
264.22225952,68.17149353,0.0239882,4355
264.0241394,68.15583801,0.026299,4355
239.88652039,70.33309937,0.0272351,2247
240.52944946,70.41709137,0.0251768,2247
239.79243469,70.55700684,0.0253476,2247
240.24563599,70.60073853,0.0238543,2247
239.37574768,70.68913269,0.0256861,2247
239.05444336,71.00418854,0.0243094,2247
210.17517090000004,55.16445923,0.0064641,389
210.54920959,55.81401062,0.006368199999999999,389
208.69171143,58.66650009,0.0060799,97
208.81689453,59.50667953,0.007243300000000002,97
207.85783386,59.86336136,0.0078414,97
207.31333923,60.19041061,0.006189399999999999,97
208.89308167,59.74279022,0.0062621000000000005,97
209.02632141,59.74198914,0.0064779,97
205.56637573,60.77677155,0.0076921,97
206.75167847,60.97307968,0.0071378,97
182.2081604,74.90429688,0.0046954,405
185.57287598,74.83841705,0.0062718,405
185.43280029,75.32259369,0.005072,405
185.07398987,75.37090302,0.0060083,405
185.01858521,75.49739075,0.004879100000000001,405
186.11811829,75.52890778,0.0057367,405
182.72343445,76.12586212,0.0059261,405
182.10983276,76.80403137,0.0061828,405
181.48382568,77.50507355,0.006805500000000001,405
251.58615112,81.4283371,0.0381869,9769
252.93902588,81.59169006,0.039178500000000005,9769
252.74520874,81.57472992,0.0377462,9769
253.0537262,81.62011719,0.039338,9769
253.19958496,81.63289642,0.0371348,9769
253.3216095,81.64762878,0.040166900000000005,9769
252.18710327,81.61073303,0.038791,9769
195.31411743,80.02970886,0.0330566,8429
195.07518005,80.06867981,0.033056199999999994,8429
195.0917511,80.12178802,0.0336651,8429
194.70005798,79.97248077,0.0335854,8429
193.99604797,80.26970673,0.034114,8429
193.20855713,80.32402039,0.032904199999999995,8429
192.57359314,80.36476135,0.0346143,8429
192.47062683,80.60547638,0.0335929,8429
233.3228302,82.22936249,0.022087400000000004,1779
232.50067139,82.42362213,0.0201648,1779
232.39349365,82.42182159,0.020485,1779
232.73449707,82.45584869,0.0217435,1779
232.3589325,82.5839386,0.0219699,1779
231.62646484,82.68374634,0.0203377,1779
317.96679688,11.27616024,0.015810499999999998,2345
317.88638306,11.33858013,0.0166577,2345
318.10287476,11.40869045,0.0155526,2345
318.00534058,11.49559975,0.0156337,2345
317.83822632,11.45635986,0.0152389,2345
318.04220581,11.65948009,0.015880000000000002,2345
309.62371826,10.54741001,0.0271253,2210
309.47872925,10.63132954,0.0259343,2210
310.18295288,10.78477001,0.0247992,2210
309.89187622,10.79220963,0.024099900000000004,2210
309.83706665,10.805700300000002,0.0259664,2210
309.53933716,10.72490025,0.0261368,2210
343.68734741,32.21364975,0.0200565,2852
343.33700562,32.13066101,0.0203128,2852
343.51745605,32.37340927,0.0211243,2852
343.44259644,32.37924957,0.0214342,2852
343.77606201,32.18468094,0.0206759,2852
343.67666626,32.31999969,0.0209704,2852
343.60632324,32.451698300000004,0.021428,2852
343.58660889,32.4703598,0.0209185,2852
339.01483154,33.97574997,0.0213935,1193
338.96615601,33.94488144,0.0209003,1193
338.99130249,33.96562958,0.0210037,1193
339.3671875,33.92319107,0.0201662,1193
339.62692261,34.24058914,0.018905900000000003,1193
339.7116394,34.30303955,0.0193294,1193
339.3609314,34.374298100000004,0.0208434,1193
339.33074951,34.44789886,0.019958,1193
339.43423462,34.41004181,0.0202405,1193
339.62277222,35.32798004,0.0264818,2046
339.65710449,35.32556915,0.0272079,2046
339.6451416000001,35.34136963,0.0282341,2046
339.74453735,35.43862915,0.0293242,2046
339.6260376,35.37804031,0.0260125,2046
339.60467529,35.36579895,0.025103,2046
339.64486694,35.42753983,0.0288346,2046
339.68692017,35.54056931,0.0300848,2046
339.55477905,35.49885941,0.0258307,2046
339.3664856000001,35.52598953,0.0272072,2046
335.83435059,35.21369171,0.0184465,599
335.94699097,35.38996124,0.0191008,599
336.50286865,35.95370102,0.0193876,599
335.98608398,35.6987915,0.0188671,599
335.51013184,35.66255188,0.0156505,599
335.72039795,35.76419067,0.0173097,599
335.76013184,35.82086182,0.014855000000000004,599
335.5703125,36.23151016,0.0199864,599
335.4385376,36.34999847,0.0196216,599
336.05981445,36.08753967,0.0188674,599
335.76330566,36.0545311,0.0169826,599
336.0461731000001,36.12586975,0.0193475,599
336.03842163,36.19981003,0.015837200000000003,599
336.38916016,36.18029022,0.0182143,599
335.66925049,36.19453812,0.0150356,599
335.67056274,36.23099136,0.01394,599
335.61450195,36.20983124,0.0158821,599
335.55743408,36.38700867,0.0131725,599
333.53521729,36.85440826,0.0190643,375
335.28771973,36.59088898,0.018868400000000004,599
334.09313965,37.17827988,0.0185391,375
333.82702637,37.01018906,0.0202306,375
333.89489746,37.18526077,0.016438,375
333.7989502,37.23318863,0.019267,375
333.84399414,37.28067017,0.0189008,375
333.76028442,37.30038071,0.0208334,375
333.82974243,37.30149078,0.016312899999999998,375
333.45489502,37.02671051,0.0198558,375
333.3633728000001,37.18387985,0.017223,375
333.93136597,37.24287033,0.0175743,375
333.91455078,37.29870987,0.0181213,375
334.04956055,37.47454071,0.016963299999999997,375
334.0824585,37.66323853,0.0183675,375
334.33551025,37.80258179,0.018537900000000003,375
338.28811646,39.15571976,0.0144558,2703
338.13909912,39.21554947,0.0145501,2703
337.83584595,39.35824966,0.0160848,2703
337.8387146,39.36830139,0.0162115,2703
337.67129517,39.29190826,0.0157881,2703
337.72943115,39.44581985,0.0152067,2703
337.64175415,39.61872101,0.0168278,2703
349.94674683,42.85263062,0.0162905,841
349.8611145,42.92502975,0.013992700000000002,841
349.87609863,42.97658157,0.0123944,841
349.65936279,42.95801163,0.0163482,841
349.61450195,43.00138855,0.0173081,841
350.2401123,42.77196121,0.0156168,841
350.1619873,42.86537933,0.0156745,841
350.03903198,42.96723175,0.0178144,841
350.02810669,43.04153061,0.0168525,841
350.79898071,43.95891953,0.016838,841
349.50918579,43.40766907,0.0163937,841
349.76217651,43.55311966,0.015936000000000002,841
350.4468689,43.99309921,0.0171646,841
350.15563965,43.89944077,0.0171732,841
349.97683716,43.95771027,0.017496900000000003,841
349.83572388,43.97373962,0.0162378,841
333.02694702,37.33404922,0.0187648,375
333.8890686000001,38.00534058,0.017399200000000004,375
332.91635132,38.35546112,0.016684,1155
333.23718262,38.68996811,0.017968599999999998,1155
333.13146973,38.68276978,0.0194979,1155
332.95248413,38.69916916,0.0208146,1155
332.88052368,38.72135925,0.020705200000000003,1155
332.80340576,38.88874817,0.0193982,1155
332.84146118,38.88512039,0.0200109,1155
332.80007935,38.92728043,0.0189223,1155
332.30349731,38.98360062,0.0191515,1155
333.33843994,38.83094025,0.0199483,1155
333.45367432,39.23649979,0.0168644,1155
333.09552002,39.27954865,0.018222,1155
332.53817749,41.01726913,0.0146129,1916
332.52365112,41.0288887,0.0146298,1916
332.36431885,40.98968887,0.0139305,1916
332.29046631,41.25725937,0.0149165,1916
332.43933105,41.20550156,0.013886,1916
332.76828003,41.28261185,0.0126065,1916
332.74209595,41.35020828,0.0136333,1916
332.55856323,41.57341003,0.0142595,1916
332.17648315,41.85818863,0.014237799999999997,1916
332.13043213,41.89794922,0.0142484,1916
332.65942383,42.02127075,0.0137114,1916
331.63598633,44.71895981,0.0176086,4653
331.40560913,44.83776855,0.0165685,4653
331.13171387,44.72404099,0.0181704,4653
331.34451294,44.97280121,0.0185023,4653
331.18713379,44.94898987,0.016540799999999998,4653
331.16317749,44.96126175,0.017680200000000004,4653
330.64117432,45.13874817,0.0181477,4653
337.39981079,50.86185074,0.032691399999999995,4700
337.09536743,50.82640076,0.0341838,4700
337.13500977,50.86215973,0.0334315,4700
337.16897583,50.89862823,0.0335985,4700
337.55026245,51.09352112,0.035818699999999995,4700
337.19613647,51.0489502,0.0341135,4700
337.20620728,51.05578995,0.0344667,4700
299.24407959,50.13512039,0.024484,2737
299.24795532,50.14651871,0.0245108,2737
299.22790527,50.16688919,0.025224,2737
299.9508667,49.97645187,0.0244852,2737
299.67617798,50.03686905,0.0234727,2737
299.96014404,50.48289108,0.0249495,2737
299.89630127,50.47232819,0.0251766,2737
299.32144165,50.36425018,0.0247252,2737
299.36920166,50.42057037,0.023755900000000003,2737
299.76794434,50.79072952,0.0249477,2737
299.76669312,50.80205917,0.0246281,2737
356.56280518,-28.09897995,0.0268018,2857
357.16976929,-28.30975914,0.0248914,2857
357.08575439,-28.23185921,0.0256541,2857
357.08773804,-28.11619949,0.028775400000000007,2857
356.93774414,-28.14067078,0.027821,2857
356.86810303,-28.13599014,0.0268733,2857
356.88253784,-28.10710907,0.0272333,2857
356.86904907,-28.10928917,0.026496,2857
356.81106567,-27.95783043,0.0275615,2857
356.59460449,-28.00601006,0.0251594,2857
357.33535767,-2.27930999,0.0222776,3316
24.19164085,-14.05288982,0.0394611,5949
24.2239399,-13.99950981,0.0401283,5949
24.23378944,-13.94402027,0.0371856,5949
24.16904068,-13.88945007,0.0383221,5949
24.1595993,-13.88158989,0.0419415,5949
24.07691956,-13.69604969,0.0390469,5949
15.77956963,-6.98834991,0.0183676,1157
15.34208965,-6.88427019,0.016388,1157
15.14533043,-6.86659002,0.0192514,1157
15.48628998,-6.7957201000000005,0.0191977,1157
15.46144009,-6.79980993,0.0189106,1157
15.59146976,-6.64615011,0.0166061,1157
15.70110989,-6.4115901,0.0180937,1157
15.20773029,-6.77249002,0.0180207,1157
15.41193962,-6.19202995,0.0180231,1157
23.77366066,-7.34030008,0.005118500000000001,114
24.77721977,-7.51259995,0.0058658,114
23.27206993,-7.31141996,0.0051156000000000005,114
23.21628952,-7.03155994,0.005273600000000001,114
22.90353012,-6.89375019,0.0052792,114
22.44838905,-6.98005009,0.0054409,114
22.83647919,-6.86806011,0.0052682,114
21.97923088,-2.04046011,0.0190976,400
21.81739044,-1.97089005,0.0155464,400
21.85590935,-1.91296995,0.0171678,400
20.63376999,-2.40984988,0.0166149,400
21.03142929,-1.86019003,0.0162373,400
21.57389069,-1.79339004,0.0176643,400
21.60479927,-1.63872004,0.017587400000000003,400
20.83826065,-1.97663999,0.0153048,400
20.91963959,-1.83001995,0.017706799999999998,400
21.08123016,-1.74623001,0.0171481,400
21.21814919,-1.61705005,0.0184267,400
21.11931992,-1.64126003,0.0171581,400
21.17354012,-1.58706999,0.015684299999999998,400
21.35853958,-1.55062997,0.0172307,400
21.38344955,-1.50261998,0.0182815,400
21.32449913,-1.51747,0.0151755,400
21.22394943,-1.50076997,0.014754,400
22.66960907,-1.99435997,0.0187589,400
22.44940948,-1.98374999,0.0186661,400
22.05398941,-1.91551006,0.014841899999999996,400
21.95088959,-1.87953997,0.0183996,400
22.15332031,-1.73166001,0.0196323,400
22.80114937,-1.48846996,0.016900799999999997,400
21.81735992,-1.27199996,0.0151571,400
22.04241943,-1.30602002,0.0139458,400
22.43318939,-1.24147999,0.0163085,400
21.92923927,-1.13959002,0.0163988,400
21.43440056,-1.45669997,0.0164541,400
21.3798008,-1.40813005,0.015349200000000004,400
21.43460083,-1.3794799999999998,0.0170709,400
21.50247955,-1.34513998,0.017225,400
21.44874001,-1.34452999,0.0174412,400
21.46435928,-1.31809998,0.0125614,400
21.45828056,-1.29279995,0.016650599999999998,400
21.51045036,-1.22564006,0.0170012,400
21.89958,-1.10513997,0.0138267,400
22.24427986,-0.94892001,0.017426,400
22.00885963,-0.73829001,0.0179428,400
22.24814987,-0.56190997,0.017218,400
42.47320938,-1.00361001,0.0227067,4128
42.36645889,-0.87304002,0.0230213,4128
42.21166992,-0.76744998,0.0209239,4128
42.54212952,-0.8671,0.022474,4128
42.42037964,-0.52337998,0.0212136,4128
41.86592865,-0.28509,0.0207031,4128
42.16128922,-0.27146,0.0209816,4128
41.8686409,-0.26811999,0.0212534,4128
38.16738129,0.26010001,0.019773,4684
38.25516891,0.42078,0.0215616,4684
38.16371918,0.61732,0.019902,4684
37.99821854,0.90996999,0.0210458,4684
37.79843903,1.26566994,0.0203513,4684
37.48495102,1.17902005,0.0213737,4684
38.38151932,1.13990998,0.0200909,4684
38.46509933,1.13714004,0.0215097,4684
38.32677841,1.32021999,0.0204097,4684
38.52082062,1.35151994,0.0212366,4684
39.61425018,1.90769005,0.0235743,545
39.60593033,1.96871996,0.0195386,545
39.42417145,1.97530997,0.0208229,545
39.48031998,2.07977009,0.0212271,545
39.58148956,2.11925006,0.0214421,545
39.19189835,2.05042005,0.022283,545
39.70009995,2.21743011,0.018489,545
39.6847496,2.23128009,0.0228609,545
39.5794487,2.31001997,0.0186636,545
39.47710037,2.32803011,0.0224004,545
37.99069977,1.24653995,0.0212049,4684
37.9552002,1.26107001,0.0212577,4684
14.44946003,-5.11209011,0.0171213,3573
14.41349983,-5.08609009,0.015086000000000004,3573
14.48068047,-5.13042021,0.0166513,3573
14.506670000000002,-5.07122993,0.0162177,3573
14.84867001,-4.80319023,0.017867599999999997,3573
14.85898018,-4.79448986,0.0171972,3573
14.39622021,-5.00250006,0.0178541,3573
14.42663002,-4.94863987,0.016856799999999998,3573
8.50498009,-3.16623998,0.0186428,3272
8.89387989,-2.8765099,0.0188381,3272
8.89138031,-2.84872007,0.018971400000000003,3272
8.1657896,-2.91573,0.017682,3272
8.47187996,-2.85607004,0.0188248,3272
8.8233099,-2.65229988,0.019186900000000003,3272
17.94397926,-0.66439003,0.0168892,1986
18.03598022,-0.41027001,0.0171363,1986
18.23934937,-0.34494001,0.0177153,1986
18.20251083,-0.29019001,0.0164873,1986
18.24972916,-0.25244001,0.0168112,1986
18.4242897,-0.1028,0.0161122,1986
17.6593895,-0.27809,0.016961700000000003,1986
14.01124954,-1.33440006,0.0415942,3516
14.0671196,-1.25542998,0.043412300000000015,3516
14.21463966,-1.27242994,0.0399082,3516
13.82855034,-1.27714002,0.0437903,3516
13.98202991,-1.24716997,0.0395957,3516
13.78726959,-1.04645002,0.0445862,3516
14.04454041,-1.11685002,0.0406531,3516
13.97727013,-0.92053998,0.0438771,3516
9.83917999,2.45621991,0.0169147,1148
9.55160046,2.72854996,0.0164049,1148
9.84576035,2.79791999,0.016453799999999998,1148
9.89531994,2.88743997,0.0161005,1148
10.21529007,2.84174991,0.016753599999999997,1148
9.82676983,3.03746009,0.0162964,1148
9.93445015,3.29959011,0.0168438,1148
9.91469955,3.44289994,0.016273,1148
10.11688995,6.71977997,0.0366259,3736
9.69093037,6.46768999,0.037233,3736
9.81546021,6.68850994,0.0375306,3736
9.85962009,6.73417997,0.0366572,3736
9.8889904,6.81508017,0.0387915,3736
9.9832201,6.84860992,0.0387289,3736
10.12751007,6.91742992,0.0394904,3736
10.09016037,7.01522017,0.0378192,3736
21.62820053,1.45869994,0.016414500000000002,538
21.19883919,1.60757995,0.0152684,538
21.14081955,1.73117995,0.015711000000000003,538
21.38084984,1.75902998,0.017484799999999998,538
21.98743057,2.14236999,0.0171709,538
21.67731094,2.02235007,0.0184215,538
20.73142052,9.04918957,0.007263299999999999,85
21.32225037,9.26410961,0.006843300000000001,85
21.07348061,9.33094978,0.0080543,85
21.19882965,9.53884029,0.006901999999999999,85
21.59407043,9.90993977,0.0065598,85
20.47458076,9.20654011,0.0073205,85
20.85037041,9.43354034,0.006547800000000001,85
21.03362083,9.55171013,0.007140100000000002,85
21.1911602,9.99452019,0.0080558,85
349.12179565,-2.56735992,0.0216864,1410
348.95147705,-2.39911008,0.0211153,1410
348.93527222,-2.38150001,0.0238197,1410
349.15597534,-2.33056998,0.0256403,1410
349.04125977,-2.23346996,0.0239625,1410
348.73742676,-2.19924998,0.0223449,1410
357.04711914,-2.43256998,0.0210865,3316
